Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude 
ZZZ,Total,Fluorinated gases,2018.03,338,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2018.06,342,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2018.09,345,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2018.12,351,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2019.03,351,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2019.06,352,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2019.09,352,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2019.12,353,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2020.03,349,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2020.06,344,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2020.09,362,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2020.12,381,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2021.03,401,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2021.06,414,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2021.09,416,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2021.12,415,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2022.03,402,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2022.06,392,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2022.09,387,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2022.12,385,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2023.03,381,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2023.06,377,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2023.09,373,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2023.12,372,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2024.03,367,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Fluorinated gases,2024.06,362,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2010.03,1666,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2010.06,1676,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2010.09,1682,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2010.12,1684,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2011.03,1693,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2011.06,1701,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2011.09,1709,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2011.12,1706,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2012.03,1729,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2012.06,1732,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2012.09,1731,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2012.12,1729,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2013.03,1721,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2013.06,1726,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2013.09,1737,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2013.12,1752,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2014.03,1780,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2014.06,1794,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2014.09,1802,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2014.12,1806,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2015.03,1784,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2015.06,1778,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2015.09,1779,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2015.12,1785,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2016.03,1779,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2016.06,1783,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2016.09,1785,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2016.12,1786,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2017.03,1789,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2017.06,1790,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2017.09,1792,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2017.12,1798,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2018.03,1820,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2018.06,1827,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2018.09,1823,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2018.12,1820,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2019.03,1828,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2019.06,1834,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2019.09,1827,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2019.12,1820,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2020.03,1859,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2020.06,1854,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2020.09,1849,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2020.12,1827,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2021.03,1822,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2021.06,1835,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2021.09,1821,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2021.12,1743,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2022.03,1754,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2022.06,1715,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2022.09,1711,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2022.12,1701,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2023.03,1667,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2023.06,1649,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2023.09,1649,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2023.12,1647,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2024.03,1636,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZZ,Total,Nitrous oxide,2024.06,1630,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.03,12632,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.06,9334,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.09,9894,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.12,11897,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.03,12799,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.06,9402,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.09,10015,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.12,12137,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.03,13164,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.06,9622,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.09,10278,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.12,12569,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.03,13178,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.06,9577,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.09,10317,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.12,12655,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.03,13419,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.06,9696,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.09,10363,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.12,12752,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.03,13133,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.06,9587,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.09,10252,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.12,12587,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.03,12960,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.06,9461,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.09,10113,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.12,12402,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.03,12902,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.06,9431,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.09,10166,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.12,12432,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.03,13080,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.06,9552,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.09,10262,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.12,12486,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.03,13654,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.06,9818,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.09,9928,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.12,12368,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.03,13603,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.06,9722,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.09,9972,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.12,12442,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.03,13194,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.06,9574,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.09,10064,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.12,12276,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.03,12987,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.06,9012,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.09,9692,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.12,12645,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.03,12691,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.06,8845,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.09,9500,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.12,12432,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2024.03,12513,Actual,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2024.06,8707,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.03,577,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.06,599,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.09,625,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.12,623,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.03,579,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.06,583,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.09,597,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.12,551,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.03,495,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.06,477,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.09,447,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.12,390,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.03,380,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.06,408,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.09,337,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.12,357,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.03,394,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.06,376,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.09,401,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.12,354,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.03,354,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.06,424,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.09,450,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.12,414,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.03,396,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.06,357,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.09,389,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.12,333,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.03,322,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.06,337,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.09,349,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.12,365,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.03,339,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.06,328,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.09,329,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.12,307,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.03,316,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.06,337,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.09,339,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.12,327,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.03,306,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.06,254,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.09,281,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.12,272,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.03,275,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.06,273,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.09,266,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.12,272,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.03,305,Actual,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.06,331,Actual,Kilotonnes,Carbon dioxide equivalents
